Day - Draw, Date, Pick 3, Pick 4
MON - MID, 2/15/2016,554,1798
MON - EVE, 2/15/2016,321,8395
TUE - MID, 2/16/2016,638,9113
TUE - EVE, 2/16/2016,790,5115
WED - MID, 2/17/2016,808,3225
WED - EVE, 2/17/2016,267,8105
THU - MID, 2/18/2016,400,6639
THU - EVE, 2/18/2016,933,9852
FRI - MID, 2/19/2016,139,9225
FRI - EVE, 2/19/2016,964,1300
SAT - MID, 2/20/2016,128,3842
SAT - EVE, 2/20/2016,790,2925
SUN - MID, 2/21/2016,427,1262
SUN - EVE, 2/21/2016,728,7569
MON - MID, 2/22/2016,386,447
MON - EVE, 2/22/2016,21,2614
TUE - MID, 2/23/2016,593,2548
TUE - EVE, 2/23/2016,58,6596
WED - MID, 2/24/2016,226,3120
WED - EVE, 2/24/2016,122,7779
THU - MID, 2/25/2016,820,9181
THU - EVE, 2/25/2016,628,9861
FRI - MID, 2/26/2016,836,2725
FRI - EVE, 2/26/2016,25,2591
SAT - MID, 2/27/2016,436,5276
SAT - EVE, 2/27/2016,471,2491
SUN - MID, 2/28/2016,187,2713
SUN - EVE, 2/28/2016,632,6829
MON - MID, 2/29/2016,2,4077
MON - EVE, 2/29/2016,133,4260
TUE - MID, 3/1/2016,799,9794
TUE - EVE, 3/1/2016,514,3423
WED - MID, 3/2/2016,666,9981
WED - EVE, 3/2/2016,894,999
THU - MID, 3/3/2016,344,3001
THU - EVE, 3/3/2016,453,9409
FRI - MID, 3/4/2016,662,804
FRI - EVE, 3/4/2016,130,681
SAT - MID, 3/5/2016,112,9973
SAT - EVE, 3/5/2016,500,8091
SUN - MID, 3/6/2016,59,1968
SUN - EVE, 3/6/2016,770,2361
MON - MID, 3/7/2016,44,6296
MON - EVE, 3/7/2016,328,5766
TUE - MID, 3/8/2016,978,4029
TUE - EVE, 3/8/2016,108,3194
WED - MID, 3/9/2016,998,6516
WED - EVE, 3/9/2016,144,1811
THU - MID, 3/10/2016,169,3841
THU - EVE, 3/10/2016,196,7728
FRI - MID, 3/11/2016,631,7282
FRI - EVE, 3/11/2016,985,578
SAT - MID, 3/12/2016,344,5973
SAT - EVE, 3/12/2016,355,7897
SUN - MID, 3/13/2016,977,4451
SUN - EVE, 3/13/2016,111,3493
MON - MID, 3/14/2016,290,324
MON - EVE, 3/14/2016,535,8807
TUE - MID, 3/15/2016,291,8237
TUE - EVE, 3/15/2016,473,4095
WED - MID, 3/16/2016,251,5664
WED - EVE, 3/16/2016,661,9768
THU - MID, 3/17/2016,559,2862
THU - EVE, 3/17/2016,786,7891
FRI - MID, 3/18/2016,974,3970
FRI - EVE, 3/18/2016,542,7623
SAT - MID, 3/19/2016,346,2032
SAT - EVE, 3/19/2016,261,421
SUN - MID, 3/20/2016,525,6522
SUN - EVE, 3/20/2016,372,2681
MON - MID, 3/21/2016,117,5404
MON - EVE, 3/21/2016,514,5815
TUE - MID, 3/22/2016,235,7679
TUE - EVE, 3/22/2016,120,4710
WED - MID, 3/23/2016,11,8567
WED - EVE, 3/23/2016,691,5257
THU - MID, 3/24/2016,628,3415
THU - EVE, 3/24/2016,345,827
FRI - MID, 3/25/2016,904,963
FRI - EVE, 3/25/2016,657,5106
SAT - MID, 3/26/2016,504,9671
SAT - EVE, 3/26/2016,610,4818
SUN - MID, 3/27/2016,528,6514
SUN - EVE, 3/27/2016,288,9178
MON - MID, 3/28/2016,357,4542
MON - EVE, 3/28/2016,139,3894
TUE - MID, 3/29/2016,935,9390
TUE - EVE, 3/29/2016,924,2210
WED - MID, 3/30/2016,713,8721
WED - EVE, 3/30/2016,774,1363
THU - MID, 3/31/2016,760,6075
THU - EVE, 3/31/2016,842,4786
FRI - MID, 4/1/2016,886,3491
FRI - EVE, 4/1/2016,110,6185
SAT - MID, 4/2/2016,96,8995
SAT - EVE, 4/2/2016,898,1632
SUN - MID, 4/3/2016,160,5236
SUN - EVE, 4/3/2016,801,9783
MON - MID, 4/4/2016,883,4004
MON - EVE, 4/4/2016,915,7423
TUE - MID, 4/5/2016,554,2034
TUE - EVE, 4/5/2016,218,9081
WED - MID, 4/6/2016,414,9702
WED - EVE, 4/6/2016,478,9927
THU - MID, 4/7/2016,49,5385
THU - EVE, 4/7/2016,792,9260
FRI - MID, 4/8/2016,412,593
FRI - EVE, 4/8/2016,516,5413
SAT - MID, 4/9/2016,963,3578
SAT - EVE, 4/9/2016,340,2041
SUN - MID, 4/10/2016,203,8953
SUN - EVE, 4/10/2016,431,6183
MON - MID, 4/11/2016,351,2900
MON - EVE, 4/11/2016,545,798
TUE - MID, 4/12/2016,929,7279
TUE - EVE, 4/12/2016,403,4541
WED - MID, 4/13/2016,187,1969
WED - EVE, 4/13/2016,221,5671
THU - MID, 4/14/2016,490,7489
THU - EVE, 4/14/2016,264,717
FRI - MID, 4/15/2016,453,2087
FRI - EVE, 4/15/2016,25,8238
SAT - MID, 4/16/2016,633,1436
SAT - EVE, 4/16/2016,760,101
SUN - MID, 4/17/2016,37,8703
SUN - EVE, 4/17/2016,848,3858
MON - MID, 4/18/2016,973,3380
MON - EVE, 4/18/2016,961,6671
TUE - MID, 4/19/2016,793,4520
TUE - EVE, 4/19/2016,954,8286
WED - MID, 4/20/2016,119,8945
WED - EVE, 4/20/2016,235,2778
THU - MID, 4/21/2016,929,7074
THU - EVE, 4/21/2016,522,1233
FRI - MID, 4/22/2016,823,1835
FRI - EVE, 4/22/2016,675,7183
SAT - MID, 4/23/2016,350,8759
SAT - EVE, 4/23/2016,82,7604
SUN - MID, 4/24/2016,246,6814
SUN - EVE, 4/24/2016,199,830
MON - MID, 4/25/2016,810,1686
MON - EVE, 4/25/2016,378,8743
TUE - MID, 4/26/2016,282,8322
TUE - EVE, 4/26/2016,220,8972
WED - MID, 4/27/2016,80,9572
WED - EVE, 4/27/2016,550,1440
THU - MID, 4/28/2016,93,6342
THU - EVE, 4/28/2016,192,928
FRI - MID, 4/29/2016,523,1425
FRI - EVE, 4/29/2016,863,8824
SAT - MID, 4/30/2016,58,1849
SAT - EVE, 4/30/2016,599,2227
SUN - MID, 5/1/2016,668,9190
SUN - EVE, 5/1/2016,888,5549
MON - MID, 5/2/2016,785,5357
MON - EVE, 5/2/2016,617,8231
TUE - MID, 5/3/2016,648,9330
TUE - EVE, 5/3/2016,925,7155
WED - MID, 5/4/2016,610,3358
WED - EVE, 5/4/2016,161,7735
THU - MID, 5/5/2016,62,5040
THU - EVE, 5/5/2016,685,6022
FRI - MID, 5/6/2016,689,1435
FRI - EVE, 5/6/2016,43,9419
SAT - MID, 5/7/2016,321,6679
SAT - EVE, 5/7/2016,882,5138
SUN - MID, 5/8/2016,302,6950
SUN - EVE, 5/8/2016,372,1465
MON - MID, 5/9/2016,251,3503
MON - EVE, 5/9/2016,587,6754
TUE - MID, 5/10/2016,283,3930
TUE - EVE, 5/10/2016,937,5873
WED - MID, 5/11/2016,304,368
WED - EVE, 5/11/2016,639,2741
THU - MID, 5/12/2016,84,6617
THU - EVE, 5/12/2016,34,2476
FRI - MID, 5/13/2016,102,5750
FRI - EVE, 5/13/2016,67,6823
SAT - MID, 5/14/2016,664,893
SAT - EVE, 5/14/2016,541,8342
SUN - MID, 5/15/2016,149,816
SUN - EVE, 5/15/2016,138,75
MON - MID, 5/16/2016,335,4702
MON - EVE, 5/16/2016,746,6900
TUE - MID, 5/17/2016,282,2100
TUE - EVE, 5/17/2016,299,3390
WED - MID, 5/18/2016,415,423
WED - EVE, 5/18/2016,745,397
THU - MID, 5/19/2016,337,7220
THU - EVE, 5/19/2016,863,7473
FRI - MID, 5/20/2016,878,4890
FRI - EVE, 5/20/2016,550,5473
SAT - MID, 5/21/2016,63,2772
SAT - EVE, 5/21/2016,582,4402
SUN - MID, 5/22/2016,64,549
SUN - EVE, 5/22/2016,947,9435
MON - MID, 5/23/2016,205,7727
MON - EVE, 5/23/2016,697,7739
TUE - MID, 5/24/2016,223,9903
TUE - EVE, 5/24/2016,885,7121
WED - MID, 5/25/2016,329,9974
WED - EVE, 5/25/2016,752,2947
THU - MID, 5/26/2016,361,2365
THU - EVE, 5/26/2016,418,9188
FRI - MID, 5/27/2016,434,9900
FRI - EVE, 5/27/2016,989,3594
SAT - MID, 5/28/2016,57,4047
SAT - EVE, 5/28/2016,591,9550
SUN - MID, 5/29/2016,173,6248
SUN - EVE, 5/29/2016,179,5179
MON - MID, 5/30/2016,746,4531
MON - EVE, 5/30/2016,79,5198
TUE - MID, 5/31/2016,340,2332
TUE - EVE, 5/31/2016,314,5833
WED - MID, 6/1/2016,149,7052
WED - EVE, 6/1/2016,824,7045
THU - MID, 6/2/2016,645,1019
THU - EVE, 6/2/2016,908,9318
FRI - MID, 6/3/2016,898,3849
FRI - EVE, 6/3/2016,914,4009
SAT - MID, 6/4/2016,959,4049
SAT - EVE, 6/4/2016,573,6852
SUN - MID, 6/5/2016,820,8987
SUN - EVE, 6/5/2016,171,1380
MON - MID, 6/6/2016,743,2793
MON - EVE, 6/6/2016,889,9887
TUE - MID, 6/7/2016,741,1659
TUE - EVE, 6/7/2016,737,5364
WED - MID, 6/8/2016,607,5840
WED - EVE, 6/8/2016,510,6532
THU - MID, 6/9/2016,114,1162
THU - EVE, 6/9/2016,391,7481
FRI - MID, 6/10/2016,569,7645
FRI - EVE, 6/10/2016,810,9254
SAT - MID, 6/11/2016,638,5480
SAT - EVE, 6/11/2016,413,6472
SUN - MID, 6/12/2016,517,5037
SUN - EVE, 6/12/2016,17,249
MON - MID, 6/13/2016,942,6226
MON - EVE, 6/13/2016,959,1333
TUE - MID, 6/14/2016,358,7954
TUE - EVE, 6/14/2016,874,700
WED - MID, 6/15/2016,259,1469
WED - EVE, 6/15/2016,328,3165
THU - MID, 6/16/2016,1,8852
THU - EVE, 6/16/2016,683,154
FRI - MID, 6/17/2016,956,4181
FRI - EVE, 6/17/2016,619,5909
SAT - MID, 6/18/2016,712,3019
SAT - EVE, 6/18/2016,565,3112
SUN - MID, 6/19/2016,613,4660
SUN - EVE, 6/19/2016,923,3081
MON - MID, 6/20/2016,801,8843
MON - EVE, 6/20/2016,420,3970
TUE - MID, 6/21/2016,541,3859
TUE - EVE, 6/21/2016,431,2076
WED - MID, 6/22/2016,955,9235
WED - EVE, 6/22/2016,289,2520
THU - MID, 6/23/2016,505,5997
THU - EVE, 6/23/2016,811,5455
FRI - MID, 6/24/2016,523,1154
FRI - EVE, 6/24/2016,890,688
SAT - MID, 6/25/2016,959,850
SAT - EVE, 6/25/2016,945,8772
SUN - MID, 6/26/2016,454,4873
SUN - EVE, 6/26/2016,32,4346
MON - MID, 6/27/2016,908,4941
MON - EVE, 6/27/2016,415,3556
TUE - MID, 6/28/2016,833,5420
TUE - EVE, 6/28/2016,333,7323
WED - MID, 6/29/2016,417,705
WED - EVE, 6/29/2016,153,8250
THU - MID, 6/30/2016,113,9557
THU - EVE, 6/30/2016,431,8797
FRI - MID, 7/1/2016,531,277
FRI - EVE, 7/1/2016,964,4952
SAT - MID, 7/2/2016,453,8181
SAT - EVE, 7/2/2016,709,7029
SUN - MID, 7/3/2016,541,7616
SUN - EVE, 7/3/2016,5,5165
MON - MID, 7/4/2016,20,8273
MON - EVE, 7/4/2016,603,6021
TUE - MID, 7/5/2016,318,8594
TUE - EVE, 7/5/2016,149,9829
WED - MID, 7/6/2016,613,2082
WED - EVE, 7/6/2016,793,4029
THU - MID, 7/7/2016,57,979
THU - EVE, 7/7/2016,42,7982
FRI - MID, 7/8/2016,438,5793
FRI - EVE, 7/8/2016,635,8547
SAT - MID, 7/9/2016,663,4723
SAT - EVE, 7/9/2016,222,3987
SUN - MID, 7/10/2016,104,6522
SUN - EVE, 7/10/2016,211,234
MON - MID, 7/11/2016,363,7092
MON - EVE, 7/11/2016,532,9967
TUE - MID, 7/12/2016,138,8267
TUE - EVE, 7/12/2016,113,365
WED - MID, 7/13/2016,123,8531
WED - EVE, 7/13/2016,58,7023
THU - MID, 7/14/2016,195,6697
THU - EVE, 7/14/2016,50,3359
FRI - MID, 7/15/2016,751,4087
FRI - EVE, 7/15/2016,10,6089
SAT - MID, 7/16/2016,492,1815
SAT - EVE, 7/16/2016,733,4908
SUN - MID, 7/17/2016,337,6369
SUN - EVE, 7/17/2016,13,2938
MON - MID, 7/18/2016,474,9843
MON - EVE, 7/18/2016,816,3739
TUE - MID, 7/19/2016,324,5422
TUE - EVE, 7/19/2016,651,6622
WED - MID, 7/20/2016,697,5649
WED - EVE, 7/20/2016,546,5818
THU - MID, 7/21/2016,542,2343
THU - EVE, 7/21/2016,143,2199
FRI - MID, 7/22/2016,988,9454
FRI - EVE, 7/22/2016,488,1472
SAT - MID, 7/23/2016,710,9751
SAT - EVE, 7/23/2016,873,5994
SUN - MID, 7/24/2016,995,85
SUN - EVE, 7/24/2016,553,3408
MON - MID, 7/25/2016,692,4562
MON - EVE, 7/25/2016,977,1063
TUE - MID, 7/26/2016,806,7927
TUE - EVE, 7/26/2016,570,9779
WED - MID, 7/27/2016,490,5401
WED - EVE, 7/27/2016,565,344
THU - MID, 7/28/2016,313,244
THU - EVE, 7/28/2016,772,1023
FRI - MID, 7/29/2016,823,6585
FRI - EVE, 7/29/2016,587,1538
SAT - MID, 7/30/2016,218,2591
SAT - EVE, 7/30/2016,795,6439
SUN - MID, 7/31/2016,660,9349
SUN - EVE, 7/31/2016,52,6729
MON - MID, 8/1/2016,721,2461
MON - EVE, 8/1/2016,285,4025
TUE - MID, 8/2/2016,691,5304
TUE - EVE, 8/2/2016,191,5351
WED - MID, 8/3/2016,940,4415
WED - EVE, 8/3/2016,560,7781
THU - MID, 8/4/2016,992,5679
THU - EVE, 8/4/2016,638,8941
FRI - MID, 8/5/2016,461,8569
FRI - EVE, 8/5/2016,345,4773
SAT - MID, 8/6/2016,300,2034
SAT - EVE, 8/6/2016,580,7111
SUN - MID, 8/7/2016,631,9409
SUN - EVE, 8/7/2016,616,5933
MON - MID, 8/8/2016,31,1366
MON - EVE, 8/8/2016,615,9903
TUE - MID, 8/9/2016,667,7175
TUE - EVE, 8/9/2016,120,6671
WED - MID, 8/10/2016,337,8804
WED - EVE, 8/10/2016,371,6858
THU - MID, 8/11/2016,990,2233
THU - EVE, 8/11/2016,552,1431
FRI - MID, 8/12/2016,903,9518
FRI - EVE, 8/12/2016,970,9484
SAT - MID, 8/13/2016,461,3346
SAT - EVE, 8/13/2016,919,7800
SUN - MID, 8/14/2016,843,5455
SUN - EVE, 8/14/2016,922,5567
MON - MID, 8/15/2016,603,2281
MON - EVE, 8/15/2016,924,8811
TUE - MID, 8/16/2016,675,1303
TUE - EVE, 8/16/2016,486,8762
WED - MID, 8/17/2016,736,7796
WED - EVE, 8/17/2016,396,6285
THU - MID, 8/18/2016,319,3466
THU - EVE, 8/18/2016,407,4766
FRI - MID, 8/19/2016,342,8301
FRI - EVE, 8/19/2016,545,88
SAT - MID, 8/20/2016,46,6441
SAT - EVE, 8/20/2016,645,3333
SUN - MID, 8/21/2016,607,2530
SUN - EVE, 8/21/2016,201,2240
MON - MID, 8/22/2016,376,2176
MON - EVE, 8/22/2016,680,9187
TUE - MID, 8/23/2016,668,5352
TUE - EVE, 8/23/2016,630,2817
WED - MID, 8/24/2016,670,7487
WED - EVE, 8/24/2016,783,7838
THU - MID, 8/25/2016,495,7800
THU - EVE, 8/25/2016,40,3052
FRI - MID, 8/26/2016,454,1928
FRI - EVE, 8/26/2016,928,9535
SAT - MID, 8/27/2016,629,2690
SAT - EVE, 8/27/2016,488,1067
SUN - MID, 8/28/2016,640,7910
SUN - EVE, 8/28/2016,87,3100
MON - MID, 8/29/2016,925,7074
MON - EVE, 8/29/2016,920,1752
TUE - MID, 8/30/2016,689,349
TUE - EVE, 8/30/2016,755,8231
WED - MID, 8/31/2016,191,2338
WED - EVE, 8/31/2016,488,6218
THU - MID, 9/1/2016,250,6622
THU - EVE, 9/1/2016,875,2402
FRI - MID, 9/2/2016,77,3399
FRI - EVE, 9/2/2016,771,753
SAT - MID, 9/3/2016,55,60
SAT - EVE, 9/3/2016,354,5757
SUN - MID, 9/4/2016,729,9708
SUN - EVE, 9/4/2016,185,5207
MON - MID, 9/5/2016,610,1821
MON - EVE, 9/5/2016,753,6866
TUE - MID, 9/6/2016,637,7063
TUE - EVE, 9/6/2016,419,6815
WED - MID, 9/7/2016,900,3610
WED - EVE, 9/7/2016,728,3632
THU - MID, 9/8/2016,956,8574
THU - EVE, 9/8/2016,36,286
FRI - MID, 9/9/2016,28,6637
FRI - EVE, 9/9/2016,988,1317
SAT - MID, 9/10/2016,558,3618
SAT - EVE, 9/10/2016,85,535
SUN - MID, 9/11/2016,551,76
SUN - EVE, 9/11/2016,637,9553
MON - MID, 9/12/2016,407,2998
MON - EVE, 9/12/2016,1,4571
TUE - MID, 9/13/2016,50,8496
TUE - EVE, 9/13/2016,829,1708
WED - MID, 9/14/2016,81,6887
WED - EVE, 9/14/2016,970,9365
THU - MID, 9/15/2016,154,4850
THU - EVE, 9/15/2016,870,5202
FRI - MID, 9/16/2016,539,3717
FRI - EVE, 9/16/2016,904,3392
SAT - MID, 9/17/2016,472,5833
SAT - EVE, 9/17/2016,180,2738
SUN - MID, 9/18/2016,209,897
SUN - EVE, 9/18/2016,322,5711
MON - MID, 9/19/2016,450,1049
MON - EVE, 9/19/2016,215,9884
TUE - MID, 9/20/2016,225,9072
TUE - EVE, 9/20/2016,192,8553
WED - MID, 9/21/2016,193,940
WED - EVE, 9/21/2016,128,3045
THU - MID, 9/22/2016,837,2812
THU - EVE, 9/22/2016,665,6221
FRI - MID, 9/23/2016,165,1494
FRI - EVE, 9/23/2016,256,5979
SAT - MID, 9/24/2016,1,2450
SAT - EVE, 9/24/2016,567,2086
SUN - MID, 9/25/2016,982,8859
SUN - EVE, 9/25/2016,956,7352
MON - MID, 9/26/2016,181,498
MON - EVE, 9/26/2016,590,1590
TUE - MID, 9/27/2016,635,1880
TUE - EVE, 9/27/2016,729,411
WED - MID, 9/28/2016,520,323
WED - EVE, 9/28/2016,479,5187
THU - MID, 9/29/2016,887,1256
THU - EVE, 9/29/2016,642,1749
FRI - MID, 9/30/2016,190,7270
FRI - EVE, 9/30/2016,969,1687
SAT - MID, 10/1/2016,386,4083
SAT - EVE, 10/1/2016,958,925
SUN - MID, 10/2/2016,687,2766
SUN - EVE, 10/2/2016,530,1844
MON - MID, 10/3/2016,469,8993
MON - EVE, 10/3/2016,718,3394
TUE - MID, 10/4/2016,467,1064
TUE - EVE, 10/4/2016,563,6209
WED - MID, 10/5/2016,335,3463
WED - EVE, 10/5/2016,344,1103
THU - MID, 10/6/2016,754,4022
THU - EVE, 10/6/2016,974,5436
FRI - MID, 10/7/2016,67,6053
FRI - EVE, 10/7/2016,649,3323
SAT - MID, 10/8/2016,72,8365
SAT - EVE, 10/8/2016,311,8361
SUN - MID, 10/9/2016,454,2868
SUN - EVE, 10/9/2016,130,5273
MON - MID, 10/10/2016,181,3994
MON - EVE, 10/10/2016,866,7335
TUE - MID, 10/11/2016,841,2267
TUE - EVE, 10/11/2016,190,4349
WED - MID, 10/12/2016,813,7495
WED - EVE, 10/12/2016,990,9025
THU - MID, 10/13/2016,239,9296
THU - EVE, 10/13/2016,106,9965
FRI - MID, 10/14/2016,59,363
FRI - EVE, 10/14/2016,539,5878
SAT - MID, 10/15/2016,953,4918
SAT - EVE, 10/15/2016,228,9494
SUN - MID, 10/16/2016,816,8272
SUN - EVE, 10/16/2016,437,8437
MON - MID, 10/17/2016,381,3797
MON - EVE, 10/17/2016,252,6848
TUE - MID, 10/18/2016,328,5037
TUE - EVE, 10/18/2016,718,7841
WED - MID, 10/19/2016,21,2330
WED - EVE, 10/19/2016,889,9629
THU - MID, 10/20/2016,700,375
THU - EVE, 10/20/2016,395,7357
FRI - MID, 10/21/2016,37,862
FRI - EVE, 10/21/2016,767,3146
SAT - MID, 10/22/2016,452,160
SAT - EVE, 10/22/2016,382,3451
SUN - MID, 10/23/2016,437,1330
SUN - EVE, 10/23/2016,192,3912
MON - MID, 10/24/2016,690,2101
MON - EVE, 10/24/2016,701,7336
TUE - MID, 10/25/2016,833,6857
TUE - EVE, 10/25/2016,13,2377
WED - MID, 10/26/2016,822,8948
WED - EVE, 10/26/2016,178,6802
THU - MID, 10/27/2016,942,757
THU - EVE, 10/27/2016,361,3879
FRI - MID, 10/28/2016,39,5257
FRI - EVE, 10/28/2016,634,6256
SAT - MID, 10/29/2016,578,7816
SAT - EVE, 10/29/2016,432,2157
SUN - MID, 10/30/2016,227,1998
SUN - EVE, 10/30/2016,944,8793
MON - MID, 10/31/2016,934,9582
MON - EVE, 10/31/2016,100,1266
TUE - MID, 11/1/2016,790,2394
TUE - EVE, 11/1/2016,686,447
WED - MID, 11/2/2016,682,6261
WED - EVE, 11/2/2016,175,9321
THU - MID, 11/3/2016,668,7008
THU - EVE, 11/3/2016,108,4791
FRI - MID, 11/4/2016,177,8922
FRI - EVE, 11/4/2016,777,6062
SAT - MID, 11/5/2016,589,1607
SAT - EVE, 11/5/2016,609,5374
SUN - MID, 11/6/2016,91,5650
SUN - EVE, 11/6/2016,889,7990
MON - MID, 11/7/2016,201,5162
MON - EVE, 11/7/2016,589,6042
TUE - MID, 11/8/2016,676,306
TUE - EVE, 11/8/2016,755,5936
WED - MID, 11/9/2016,134,7707
WED - EVE, 11/9/2016,988,4711
THU - MID, 11/10/2016,917,6964
THU - EVE, 11/10/2016,366,609
FRI - MID, 11/11/2016,273,9935
FRI - EVE, 11/11/2016,519,1423
SAT - MID, 11/12/2016,205,7849
SAT - EVE, 11/12/2016,12,6865
SUN - MID, 11/13/2016,911,9276
SUN - EVE, 11/13/2016,85,279
MON - MID, 11/14/2016,654,9905
MON - EVE, 11/14/2016,842,2436
TUE - MID, 11/15/2016,411,8115
TUE - EVE, 11/15/2016,179,6613
WED - MID, 11/16/2016,798,243
WED - EVE, 11/16/2016,127,911
THU - MID, 11/17/2016,244,2370
THU - EVE, 11/17/2016,611,5840
FRI - MID, 11/18/2016,571,865
FRI - EVE, 11/18/2016,331,4143
SAT - MID, 11/19/2016,690,4085
SAT - EVE, 11/19/2016,237,8600
SUN - MID, 11/20/2016,738,6109
SUN - EVE, 11/20/2016,879,1154
MON - MID, 11/21/2016,962,8387
MON - EVE, 11/21/2016,486,3521
TUE - MID, 11/22/2016,850,9654
TUE - EVE, 11/22/2016,387,5338
WED - MID, 11/23/2016,679,4494
WED - EVE, 11/23/2016,820,3278
THU - MID, 11/24/2016,918,5493
THU - EVE, 11/24/2016,165,7704
FRI - MID, 11/25/2016,184,3531
FRI - EVE, 11/25/2016,668,976
SAT - MID, 11/26/2016,668,5966
SAT - EVE, 11/26/2016,805,1904
SUN - MID, 11/27/2016,169,4229
SUN - EVE, 11/27/2016,997,1226
MON - MID, 11/28/2016,672,7952
MON - EVE, 11/28/2016,939,2926
TUE - MID, 11/29/2016,553,3814
TUE - EVE, 11/29/2016,514,1788
WED - MID, 11/30/2016,556,6738
WED - EVE, 11/30/2016,838,6090
THU - MID, 12/1/2016,751,3726
THU - EVE, 12/1/2016,498,5604
FRI - MID, 12/2/2016,445,3041
FRI - EVE, 12/2/2016,196,2503
SAT - MID, 12/3/2016,358,8236
SAT - EVE, 12/3/2016,950,2268
SUN - MID, 12/4/2016,734,8758
SUN - EVE, 12/4/2016,83,4622
MON - MID, 12/5/2016,348,9963
MON - EVE, 12/5/2016,829,2842
TUE - MID, 12/6/2016,61,9201
TUE - EVE, 12/6/2016,364,7434
WED - MID, 12/7/2016,979,9836
WED - EVE, 12/7/2016,926,9597
THU - MID, 12/8/2016,542,6304
THU - EVE, 12/8/2016,161,5735
FRI - MID, 12/9/2016,386,6704
FRI - EVE, 12/9/2016,95,2695
SAT - MID, 12/10/2016,84,6627
SAT - EVE, 12/10/2016,79,7027
SUN - MID, 12/11/2016,526,5920
SUN - EVE, 12/11/2016,285,9354
MON - MID, 12/12/2016,213,5269
MON - EVE, 12/12/2016,21,8516
TUE - MID, 12/13/2016,985,5803
TUE - EVE, 12/13/2016,601,1604
WED - MID, 12/14/2016,430,4992
WED - EVE, 12/14/2016,180,208
THU - MID, 12/15/2016,76,7099
THU - EVE, 12/15/2016,245,1305
FRI - MID, 12/16/2016,135,4741
FRI - EVE, 12/16/2016,849,8313
SAT - MID, 12/17/2016,53,1167
SAT - EVE, 12/17/2016,844,3619
SUN - MID, 12/18/2016,333,3315
SUN - EVE, 12/18/2016,89,9412
MON - MID, 12/19/2016,432,2750
MON - EVE, 12/19/2016,902,1547
TUE - MID, 12/20/2016,266,7890
TUE - EVE, 12/20/2016,880,1165
WED - MID, 12/21/2016,499,3085
WED - EVE, 12/21/2016,647,3923
THU - MID, 12/22/2016,72,5950
THU - EVE, 12/22/2016,996,6168
FRI - MID, 12/23/2016,821,6220
FRI - EVE, 12/23/2016,339,8146
SAT - MID, 12/24/2016,444,8379
SAT - EVE, 12/24/2016,324,6665
SUN - MID, 12/25/2016,269,9131
SUN - EVE, 12/25/2016,392,9692
MON - MID, 12/26/2016,11,6341
MON - EVE, 12/26/2016,545,3103
TUE - MID, 12/27/2016,700,911
TUE - EVE, 12/27/2016,804,5928
WED - MID, 12/28/2016,641,6060
WED - EVE, 12/28/2016,578,3327
THU - MID, 12/29/2016,245,1374
THU - EVE, 12/29/2016,51,2344
FRI - MID, 12/30/2016,883,9929
FRI - EVE, 12/30/2016,769,1266
SAT - MID, 12/31/2016,694,5036
SAT - EVE, 12/31/2016,85,8785
SUN - MID, 1/1/2017,657,325
SUN - EVE, 1/1/2017,611,9144
MON - MID, 1/2/2017,615,27
MON - EVE, 1/2/2017,539,6615
TUE - MID, 1/3/2017,907,1631
TUE - EVE, 1/3/2017,844,467
WED - MID, 1/4/2017,348,7615
WED - EVE, 1/4/2017,107,9675
THU - MID, 1/5/2017,431,2516
THU - EVE, 1/5/2017,916,7485
FRI - MID, 1/6/2017,317,1940
FRI - EVE, 1/6/2017,861,7003
SAT - MID, 1/7/2017,414,1131
SAT - EVE, 1/7/2017,886,5623
SUN - MID, 1/8/2017,767,3230
SUN - EVE, 1/8/2017,958,7774
MON - MID, 1/9/2017,952,2905
MON - EVE, 1/9/2017,674,3141
TUE - MID, 1/10/2017,616,7358
TUE - EVE, 1/10/2017,867,3112
WED - MID, 1/11/2017,164,6086
WED - EVE, 1/11/2017,834,297
THU - MID, 1/12/2017,782,1692
THU - EVE, 1/12/2017,487,9174
FRI - MID, 1/13/2017,643,5339
FRI - EVE, 1/13/2017,556,6277
SAT - MID, 1/14/2017,577,833
SAT - EVE, 1/14/2017,312,6026
SUN - MID, 1/15/2017,858,929
SUN - EVE, 1/15/2017,30,8397
MON - MID, 1/16/2017,402,5365
MON - EVE, 1/16/2017,855,4355
TUE - MID, 1/17/2017,385,847
TUE - EVE, 1/17/2017,984,2149
WED - MID, 1/18/2017,273,4047
WED - EVE, 1/18/2017,689,9802
THU - MID, 1/19/2017,356,4371
THU - EVE, 1/19/2017,572,5434
FRI - MID, 1/20/2017,571,1379
FRI - EVE, 1/20/2017,265,1569
SAT - MID, 1/21/2017,649,1560
SAT - EVE, 1/21/2017,707,2992
SUN - MID, 1/22/2017,713,7382
SUN - EVE, 1/22/2017,247,9216
MON - MID, 1/23/2017,248,3684
MON - EVE, 1/23/2017,944,7773
TUE - MID, 1/24/2017,445,4273
TUE - EVE, 1/24/2017,272,5259
WED - MID, 1/25/2017,654,307
WED - EVE, 1/25/2017,77,1066
THU - MID, 1/26/2017,841,9127
THU - EVE, 1/26/2017,7,8979
FRI - MID, 1/27/2017,181,9510
FRI - EVE, 1/27/2017,283,6383
SAT - MID, 1/28/2017,847,5988
SAT - EVE, 1/28/2017,159,5925
SUN - MID, 1/29/2017,415,5443
SUN - EVE, 1/29/2017,645,953
