Day - Draw, Date, Pick 3, Pick 4
MON - MID, 1/30/2017,72,7954
MON - EVE, 1/30/2017,200,2028
TUE - MID, 1/31/2017,145,6847
TUE - EVE, 1/31/2017,777,3142
WED - MID, 2/1/2017,758,7597
WED - EVE, 2/1/2017,792,2948
THU - MID, 2/2/2017,731,6709
THU - EVE, 2/2/2017,323,4916
FRI - MID, 2/3/2017,245,8865
FRI - EVE, 2/3/2017,31,5511
SAT - MID, 2/4/2017,77,794
SAT - EVE, 2/4/2017,673,9266
SUN - MID, 2/5/2017,922,8446
SUN - EVE, 2/5/2017,172,7808
MON - MID, 2/6/2017,338,7269
MON - EVE, 2/6/2017,250,3345
TUE - MID, 2/7/2017,630,1361
TUE - EVE, 2/7/2017,727,2385
WED - MID, 2/8/2017,56,9724
WED - EVE, 2/8/2017,755,9012
THU - MID, 2/9/2017,692,5533
THU - EVE, 2/9/2017,630,1452
FRI - MID, 2/10/2017,718,2255
FRI - EVE, 2/10/2017,797,8302
SAT - MID, 2/11/2017,751,8961
SAT - EVE, 2/11/2017,206,489
SUN - MID, 2/12/2017,923,9167
SUN - EVE, 2/12/2017,782,3193
MON - MID, 2/13/2017,778,2145
MON - EVE, 2/13/2017,602,8713
TUE - MID, 2/14/2017,668,3668
TUE - EVE, 2/14/2017,601,8685
WED - MID, 2/15/2017,553,1573
WED - EVE, 2/15/2017,297,9794
THU - MID, 2/16/2017,545,1255
THU - EVE, 2/16/2017,214,1223
FRI - MID, 2/17/2017,200,7621
FRI - EVE, 2/17/2017,805,4213
SAT - MID, 2/18/2017,20,4543
SAT - EVE, 2/18/2017,613,4241
SUN - MID, 2/19/2017,730,906
SUN - EVE, 2/19/2017,836,1161
MON - MID, 2/20/2017,662,1444
MON - EVE, 2/20/2017,134,8564
TUE - MID, 2/21/2017,562,5563
TUE - EVE, 2/21/2017,366,7253
WED - MID, 2/22/2017,608,5043
WED - EVE, 2/22/2017,81,7977
THU - MID, 2/23/2017,776,3510
THU - EVE, 2/23/2017,583,4995
FRI - MID, 2/24/2017,150,5206
FRI - EVE, 2/24/2017,312,2409
SAT - MID, 2/25/2017,98,3408
SAT - EVE, 2/25/2017,823,8496
SUN - MID, 2/26/2017,807,5260
SUN - EVE, 2/26/2017,555,4842
MON - MID, 2/27/2017,619,204
MON - EVE, 2/27/2017,269,5436
TUE - MID, 2/28/2017,505,2610
TUE - EVE, 2/28/2017,538,9710
WED - MID, 3/1/2017,484,4908
WED - EVE, 3/1/2017,163,8804
THU - MID, 3/2/2017,566,6053
THU - EVE, 3/2/2017,326,814
FRI - MID, 3/3/2017,451,1884
FRI - EVE, 3/3/2017,887,1932
SAT - MID, 3/4/2017,508,1332
SAT - EVE, 3/4/2017,796,7684
SUN - MID, 3/5/2017,985,29
SUN - EVE, 3/5/2017,885,2919
MON - MID, 3/6/2017,908,6702
MON - EVE, 3/6/2017,515,5422
TUE - MID, 3/7/2017,489,8096
TUE - EVE, 3/7/2017,724,39
WED - MID, 3/8/2017,685,6793
WED - EVE, 3/8/2017,94,3196
THU - MID, 3/9/2017,894,5832
THU - EVE, 3/9/2017,496,8882
FRI - MID, 3/10/2017,540,2467
FRI - EVE, 3/10/2017,413,4881
SAT - MID, 3/11/2017,525,8873
SAT - EVE, 3/11/2017,225,1938
SUN - MID, 3/12/2017,887,9977
SUN - EVE, 3/12/2017,357,1650
MON - MID, 3/13/2017,121,3292
MON - EVE, 3/13/2017,35,3370
TUE - MID, 3/14/2017,832,4146
TUE - EVE, 3/14/2017,364,4180
WED - MID, 3/15/2017,563,363
WED - EVE, 3/15/2017,245,8187
THU - MID, 3/16/2017,497,8073
THU - EVE, 3/16/2017,287,8531
FRI - MID, 3/17/2017,516,7177
FRI - EVE, 3/17/2017,21,5226
SAT - MID, 3/18/2017,929,8118
SAT - EVE, 3/18/2017,976,5787
SUN - MID, 3/19/2017,381,3856
SUN - EVE, 3/19/2017,104,5640
MON - MID, 3/20/2017,594,6709
MON - EVE, 3/20/2017,19,9571
TUE - MID, 3/21/2017,297,1703
TUE - EVE, 3/21/2017,820,6758
WED - MID, 3/22/2017,450,4082
WED - EVE, 3/22/2017,755,9289
THU - MID, 3/23/2017,234,32
THU - EVE, 3/23/2017,236,3443
FRI - MID, 3/24/2017,660,67
FRI - EVE, 3/24/2017,851,4368
SAT - MID, 3/25/2017,788,4194
SAT - EVE, 3/25/2017,198,4710
SUN - MID, 3/26/2017,500,5957
SUN - EVE, 3/26/2017,465,3110
MON - MID, 3/27/2017,71,258
MON - EVE, 3/27/2017,15,2673
TUE - MID, 3/28/2017,672,5934
TUE - EVE, 3/28/2017,9,2582
WED - MID, 3/29/2017,452,3505
WED - EVE, 3/29/2017,821,7637
THU - MID, 3/30/2017,203,9199
THU - EVE, 3/30/2017,987,882
FRI - MID, 3/31/2017,476,6072
FRI - EVE, 3/31/2017,729,8086
SAT - MID, 4/1/2017,96,5389
SAT - EVE, 4/1/2017,103,9717
SUN - MID, 4/2/2017,51,6843
SUN - EVE, 4/2/2017,557,5000
MON - MID, 4/3/2017,119,2539
MON - EVE, 4/3/2017,488,1108
TUE - MID, 4/4/2017,332,3633
TUE - EVE, 4/4/2017,64,3394
WED - MID, 4/5/2017,865,1440
WED - EVE, 4/5/2017,578,255
THU - MID, 4/6/2017,169,9626
THU - EVE, 4/6/2017,112,8865
FRI - MID, 4/7/2017,36,871
FRI - EVE, 4/7/2017,649,786
SAT - MID, 4/8/2017,396,3545
SAT - EVE, 4/8/2017,692,485
SUN - MID, 4/9/2017,128,4362
SUN - EVE, 4/9/2017,908,7387
MON - MID, 4/10/2017,584,3455
MON - EVE, 4/10/2017,693,3022
TUE - MID, 4/11/2017,828,8886
TUE - EVE, 4/11/2017,534,1268
WED - MID, 4/12/2017,906,7144
WED - EVE, 4/12/2017,750,5129
THU - MID, 4/13/2017,117,5224
THU - EVE, 4/13/2017,415,7755
FRI - MID, 4/14/2017,893,4497
FRI - EVE, 4/14/2017,2,7287
SAT - MID, 4/15/2017,54,9757
SAT - EVE, 4/15/2017,823,202
SUN - MID, 4/16/2017,246,8558
SUN - EVE, 4/16/2017,679,8160
MON - MID, 4/17/2017,650,1444
MON - EVE, 4/17/2017,948,4095
TUE - MID, 4/18/2017,725,840
TUE - EVE, 4/18/2017,148,1021
WED - MID, 4/19/2017,856,904
WED - EVE, 4/19/2017,940,7021
THU - MID, 4/20/2017,975,6220
THU - EVE, 4/20/2017,767,6306
FRI - MID, 4/21/2017,789,1357
FRI - EVE, 4/21/2017,363,7555
SAT - MID, 4/22/2017,640,4657
SAT - EVE, 4/22/2017,296,5647
SUN - MID, 4/23/2017,637,3301
SUN - EVE, 4/23/2017,53,338
MON - MID, 4/24/2017,36,5653
MON - EVE, 4/24/2017,200,5828
TUE - MID, 4/25/2017,692,9611
TUE - EVE, 4/25/2017,513,922
WED - MID, 4/26/2017,262,3980
WED - EVE, 4/26/2017,621,8899
THU - MID, 4/27/2017,604,2544
THU - EVE, 4/27/2017,527,606
FRI - MID, 4/28/2017,262,9576
FRI - EVE, 4/28/2017,118,8566
SAT - MID, 4/29/2017,795,2698
SAT - EVE, 4/29/2017,601,2368
SUN - MID, 4/30/2017,373,1153
SUN - EVE, 4/30/2017,491,4781
MON - MID, 5/1/2017,660,6763
MON - EVE, 5/1/2017,586,4722
TUE - MID, 5/2/2017,691,3612
TUE - EVE, 5/2/2017,298,9854
WED - MID, 5/3/2017,732,207
WED - EVE, 5/3/2017,390,8037
THU - MID, 5/4/2017,460,9304
THU - EVE, 5/4/2017,691,4931
FRI - MID, 5/5/2017,841,2481
FRI - EVE, 5/5/2017,811,4673
SAT - MID, 5/6/2017,989,5421
SAT - EVE, 5/6/2017,821,4817
SUN - MID, 5/7/2017,569,2438
SUN - EVE, 5/7/2017,316,878
MON - MID, 5/8/2017,413,5827
MON - EVE, 5/8/2017,156,7496
TUE - MID, 5/9/2017,568,3541
TUE - EVE, 5/9/2017,273,738
WED - MID, 5/10/2017,591,1272
WED - EVE, 5/10/2017,201,8940
THU - MID, 5/11/2017,890,2689
THU - EVE, 5/11/2017,416,8562
FRI - MID, 5/12/2017,901,2121
FRI - EVE, 5/12/2017,976,9154
SAT - MID, 5/13/2017,293,8830
SAT - EVE, 5/13/2017,172,6017
SUN - MID, 5/14/2017,112,1281
SUN - EVE, 5/14/2017,957,9623
MON - MID, 5/15/2017,743,7209
MON - EVE, 5/15/2017,33,974
TUE - MID, 5/16/2017,125,9704
TUE - EVE, 5/16/2017,874,7920
WED - MID, 5/17/2017,582,6221
WED - EVE, 5/17/2017,787,6263
THU - MID, 5/18/2017,347,5694
THU - EVE, 5/18/2017,952,2720
FRI - MID, 5/19/2017,596,8712
FRI - EVE, 5/19/2017,177,565
SAT - MID, 5/20/2017,464,8008
SAT - EVE, 5/20/2017,237,6417
SUN - MID, 5/21/2017,378,6850
SUN - EVE, 5/21/2017,138,9765
MON - MID, 5/22/2017,320,9412
MON - EVE, 5/22/2017,421,5234
TUE - MID, 5/23/2017,235,9285
TUE - EVE, 5/23/2017,535,608
WED - MID, 5/24/2017,678,6155
WED - EVE, 5/24/2017,548,2899
THU - MID, 5/25/2017,841,6167
THU - EVE, 5/25/2017,560,3199
FRI - MID, 5/26/2017,226,2975
FRI - EVE, 5/26/2017,16,437
SAT - MID, 5/27/2017,647,2297
SAT - EVE, 5/27/2017,866,5821
SUN - MID, 5/28/2017,353,6517
SUN - EVE, 5/28/2017,183,9713
MON - MID, 5/29/2017,643,7069
MON - EVE, 5/29/2017,772,1549
TUE - MID, 5/30/2017,489,3302
TUE - EVE, 5/30/2017,22,300
WED - MID, 5/31/2017,510,3230
WED - EVE, 5/31/2017,331,8329
THU - MID, 6/1/2017,657,2325
THU - EVE, 6/1/2017,935,5263
FRI - MID, 6/2/2017,596,6037
FRI - EVE, 6/2/2017,954,9997
SAT - MID, 6/3/2017,576,6442
SAT - EVE, 6/3/2017,807,8145
SUN - MID, 6/4/2017,488,3836
SUN - EVE, 6/4/2017,26,2769
MON - MID, 6/5/2017,697,842
MON - EVE, 6/5/2017,45,9291
TUE - MID, 6/6/2017,132,5634
TUE - EVE, 6/6/2017,266,7680
WED - MID, 6/7/2017,37,3976
WED - EVE, 6/7/2017,500,7436
THU - MID, 6/8/2017,302,1252
THU - EVE, 6/8/2017,195,1422
FRI - MID, 6/9/2017,683,678
FRI - EVE, 6/9/2017,234,5613
SAT - MID, 6/10/2017,558,6313
SAT - EVE, 6/10/2017,597,4637
SUN - MID, 6/11/2017,631,8103
SUN - EVE, 6/11/2017,145,592
MON - MID, 6/12/2017,501,427
MON - EVE, 6/12/2017,801,3345
TUE - MID, 6/13/2017,629,1750
TUE - EVE, 6/13/2017,921,7708
WED - MID, 6/14/2017,478,9197
WED - EVE, 6/14/2017,852,9088
THU - MID, 6/15/2017,730,8520
THU - EVE, 6/15/2017,804,1392
FRI - MID, 6/16/2017,158,3355
FRI - EVE, 6/16/2017,834,2209
SAT - MID, 6/17/2017,70,8025
SAT - EVE, 6/17/2017,273,8635
SUN - MID, 6/18/2017,390,2451
SUN - EVE, 6/18/2017,103,8389
MON - MID, 6/19/2017,556,5337
MON - EVE, 6/19/2017,829,5980
TUE - MID, 6/20/2017,229,3738
TUE - EVE, 6/20/2017,747,7923
WED - MID, 6/21/2017,63,4800
WED - EVE, 6/21/2017,695,6374
THU - MID, 6/22/2017,509,2178
THU - EVE, 6/22/2017,263,1375
FRI - MID, 6/23/2017,5,7334
FRI - EVE, 6/23/2017,707,9712
SAT - MID, 6/24/2017,454,2614
SAT - EVE, 6/24/2017,428,5887
SUN - MID, 6/25/2017,100,3694
SUN - EVE, 6/25/2017,247,393
MON - MID, 6/26/2017,69,575
MON - EVE, 6/26/2017,958,4411
TUE - MID, 6/27/2017,900,1097
TUE - EVE, 6/27/2017,234,9046
WED - MID, 6/28/2017,397,5122
WED - EVE, 6/28/2017,828,4450
THU - MID, 6/29/2017,405,1436
THU - EVE, 6/29/2017,537,4760
FRI - MID, 6/30/2017,613,6481
FRI - EVE, 6/30/2017,550,8138
SAT - MID, 7/1/2017,795,4885
SAT - EVE, 7/1/2017,556,8636
SUN - MID, 7/2/2017,727,3782
SUN - EVE, 7/2/2017,71,4917
MON - MID, 7/3/2017,255,4384
MON - EVE, 7/3/2017,686,2882
TUE - MID, 7/4/2017,350,8570
TUE - EVE, 7/4/2017,352,2394
WED - MID, 7/5/2017,973,8974
WED - EVE, 7/5/2017,936,2345
THU - MID, 7/6/2017,928,6820
THU - EVE, 7/6/2017,125,5099
FRI - MID, 7/7/2017,319,8288
FRI - EVE, 7/7/2017,232,7112
SAT - MID, 7/8/2017,924,6150
SAT - EVE, 7/8/2017,422,5034
SUN - MID, 7/9/2017,125,7625
SUN - EVE, 7/9/2017,171,8135
MON - MID, 7/10/2017,80,8906
MON - EVE, 7/10/2017,359,2347
TUE - MID, 7/11/2017,408,6008
TUE - EVE, 7/11/2017,485,2131
WED - MID, 7/12/2017,186,8274
WED - EVE, 7/12/2017,303,5179
THU - MID, 7/13/2017,319,6625
THU - EVE, 7/13/2017,387,7186
FRI - MID, 7/14/2017,157,9247
FRI - EVE, 7/14/2017,969,8824
SAT - MID, 7/15/2017,10,8807
SAT - EVE, 7/15/2017,498,4463
SUN - MID, 7/16/2017,130,9652
SUN - EVE, 7/16/2017,435,3252
MON - MID, 7/17/2017,602,1115
MON - EVE, 7/17/2017,734,9008
TUE - MID, 7/18/2017,723,9790
TUE - EVE, 7/18/2017,625,2755
WED - MID, 7/19/2017,337,1338
WED - EVE, 7/19/2017,350,7260
THU - MID, 7/20/2017,175,7232
THU - EVE, 7/20/2017,754,2405
FRI - MID, 7/21/2017,18,5433
FRI - EVE, 7/21/2017,563,8059
SAT - MID, 7/22/2017,392,5782
SAT - EVE, 7/22/2017,93,3272
SUN - MID, 7/23/2017,403,6109
SUN - EVE, 7/23/2017,618,4538
MON - MID, 7/24/2017,296,2514
MON - EVE, 7/24/2017,880,5441
TUE - MID, 7/25/2017,228,735
TUE - EVE, 7/25/2017,281,2524
WED - MID, 7/26/2017,76,7308
WED - EVE, 7/26/2017,856,5719
THU - MID, 7/27/2017,474,3260
THU - EVE, 7/27/2017,651,334
FRI - MID, 7/28/2017,495,4039
FRI - EVE, 7/28/2017,258,2153
SAT - MID, 7/29/2017,452,3743
SAT - EVE, 7/29/2017,408,8575
SUN - MID, 7/30/2017,177,3415
SUN - EVE, 7/30/2017,25,221
MON - MID, 7/31/2017,361,973
MON - EVE, 7/31/2017,523,3553
TUE - MID, 8/1/2017,658,5944
TUE - EVE, 8/1/2017,366,3663
WED - MID, 8/2/2017,298,9933
WED - EVE, 8/2/2017,212,5679
THU - MID, 8/3/2017,590,8658
THU - EVE, 8/3/2017,157,3627
FRI - MID, 8/4/2017,670,7302
FRI - EVE, 8/4/2017,187,4237
SAT - MID, 8/5/2017,195,4772
SAT - EVE, 8/5/2017,742,1248
SUN - MID, 8/6/2017,150,6809
SUN - EVE, 8/6/2017,679,1656
MON - MID, 8/7/2017,482,1597
MON - EVE, 8/7/2017,605,3600
TUE - MID, 8/8/2017,539,7895
TUE - EVE, 8/8/2017,390,4337
WED - MID, 8/9/2017,628,1197
WED - EVE, 8/9/2017,567,9894
THU - MID, 8/10/2017,945,8358
THU - EVE, 8/10/2017,825,1978
FRI - MID, 8/11/2017,820,8588
FRI - EVE, 8/11/2017,140,2608
SAT - MID, 8/12/2017,931,2672
SAT - EVE, 8/12/2017,461,4645
SUN - MID, 8/13/2017,733,6956
SUN - EVE, 8/13/2017,567,3929
MON - MID, 8/14/2017,912,8718
MON - EVE, 8/14/2017,445,3397
TUE - MID, 8/15/2017,205,7232
TUE - EVE, 8/15/2017,249,2730
WED - MID, 8/16/2017,200,9884
WED - EVE, 8/16/2017,941,5150
THU - MID, 8/17/2017,666,4603
THU - EVE, 8/17/2017,785,2241
FRI - MID, 8/18/2017,954,490
FRI - EVE, 8/18/2017,265,6555
SAT - MID, 8/19/2017,797,4202
SAT - EVE, 8/19/2017,230,786
SUN - MID, 8/20/2017,601,210
SUN - EVE, 8/20/2017,630,1915
MON - MID, 8/21/2017,220,5198
MON - EVE, 8/21/2017,750,1073
TUE - MID, 8/22/2017,148,8233
TUE - EVE, 8/22/2017,500,9596
WED - MID, 8/23/2017,30,962
WED - EVE, 8/23/2017,989,8580
THU - MID, 8/24/2017,266,7710
THU - EVE, 8/24/2017,388,3644
FRI - MID, 8/25/2017,106,7233
FRI - EVE, 8/25/2017,995,753
SAT - MID, 8/26/2017,254,2209
SAT - EVE, 8/26/2017,930,1417
SUN - MID, 8/27/2017,470,890
SUN - EVE, 8/27/2017,79,8967
MON - MID, 8/28/2017,684,1477
MON - EVE, 8/28/2017,608,294
TUE - MID, 8/29/2017,510,1037
TUE - EVE, 8/29/2017,784,2892
WED - MID, 8/30/2017,557,2448
WED - EVE, 8/30/2017,163,7063
THU - MID, 8/31/2017,180,5739
THU - EVE, 8/31/2017,294,5504
FRI - MID, 9/1/2017,161,4622
FRI - EVE, 9/1/2017,169,4605
SAT - MID, 9/2/2017,706,6817
SAT - EVE, 9/2/2017,321,2159
SUN - MID, 9/3/2017,395,6901
SUN - EVE, 9/3/2017,923,6699
MON - MID, 9/4/2017,769,7628
MON - EVE, 9/4/2017,123,2639
TUE - MID, 9/5/2017,286,7572
TUE - EVE, 9/5/2017,804,1947
WED - MID, 9/6/2017,374,1503
WED - EVE, 9/6/2017,305,3626
THU - MID, 9/7/2017,639,604
THU - EVE, 9/7/2017,103,2982
FRI - MID, 9/8/2017,700,2292
FRI - EVE, 9/8/2017,225,1452
SAT - MID, 9/9/2017,615,5876
SAT - EVE, 9/9/2017,962,9557
SUN - MID, 9/10/2017,352,8284
SUN - EVE, 9/10/2017,131,2619
MON - MID, 9/11/2017,412,5827
MON - EVE, 9/11/2017,29,5958
TUE - MID, 9/12/2017,207,4212
TUE - EVE, 9/12/2017,564,1682
WED - MID, 9/13/2017,907,6471
WED - EVE, 9/13/2017,133,4483
THU - MID, 9/14/2017,337,8849
THU - EVE, 9/14/2017,495,829
FRI - MID, 9/15/2017,532,1018
FRI - EVE, 9/15/2017,411,2120
SAT - MID, 9/16/2017,276,6320
SAT - EVE, 9/16/2017,889,6089
SUN - MID, 9/17/2017,170,6180
SUN - EVE, 9/17/2017,147,510
MON - MID, 9/18/2017,652,1597
MON - EVE, 9/18/2017,572,8108
TUE - MID, 9/19/2017,601,1447
TUE - EVE, 9/19/2017,662,5330
WED - MID, 9/20/2017,98,9423
WED - EVE, 9/20/2017,270,1165
THU - MID, 9/21/2017,323,2442
THU - EVE, 9/21/2017,694,4164
FRI - MID, 9/22/2017,505,5415
FRI - EVE, 9/22/2017,357,9657
SAT - MID, 9/23/2017,800,5175
SAT - EVE, 9/23/2017,503,3039
SUN - MID, 9/24/2017,817,3200
SUN - EVE, 9/24/2017,887,7257
MON - MID, 9/25/2017,388,9835
MON - EVE, 9/25/2017,444,9450
TUE - MID, 9/26/2017,668,6855
TUE - EVE, 9/26/2017,600,5722
WED - MID, 9/27/2017,20,1648
WED - EVE, 9/27/2017,787,3047
THU - MID, 9/28/2017,602,8192
THU - EVE, 9/28/2017,815,203
FRI - MID, 9/29/2017,690,8106
FRI - EVE, 9/29/2017,839,7480
SAT - MID, 9/30/2017,379,6608
SAT - EVE, 9/30/2017,335,9852
SUN - MID, 10/1/2017,818,6211
SUN - EVE, 10/1/2017,213,1905
MON - MID, 10/2/2017,603,3960
MON - EVE, 10/2/2017,432,8785
TUE - MID, 10/3/2017,917,9048
TUE - EVE, 10/3/2017,614,7706
WED - MID, 10/4/2017,384,4283
WED - EVE, 10/4/2017,413,9916
THU - MID, 10/5/2017,78,7194
THU - EVE, 10/5/2017,394,1178
FRI - MID, 10/6/2017,886,8277
FRI - EVE, 10/6/2017,297,7292
SAT - MID, 10/7/2017,987,3041
SAT - EVE, 10/7/2017,994,7931
SUN - MID, 10/8/2017,74,9828
SUN - EVE, 10/8/2017,863,8525
MON - MID, 10/9/2017,738,9219
MON - EVE, 10/9/2017,948,7829
TUE - MID, 10/10/2017,341,238
TUE - EVE, 10/10/2017,228,3418
WED - MID, 10/11/2017,267,2557
WED - EVE, 10/11/2017,107,4932
THU - MID, 10/12/2017,893,3803
THU - EVE, 10/12/2017,757,4082
FRI - MID, 10/13/2017,251,4101
FRI - EVE, 10/13/2017,3,4956
SAT - MID, 10/14/2017,157,6252
SAT - EVE, 10/14/2017,745,7129
SUN - MID, 10/15/2017,524,9187
SUN - EVE, 10/15/2017,708,4998
MON - MID, 10/16/2017,646,122
MON - EVE, 10/16/2017,205,1223
TUE - MID, 10/17/2017,219,2611
TUE - EVE, 10/17/2017,850,69
WED - MID, 10/18/2017,928,5323
WED - EVE, 10/18/2017,606,8239
THU - MID, 10/19/2017,454,7
THU - EVE, 10/19/2017,308,8766
FRI - MID, 10/20/2017,57,6740
FRI - EVE, 10/20/2017,798,6366
SAT - MID, 10/21/2017,219,4948
SAT - EVE, 10/21/2017,59,9743
SUN - MID, 10/22/2017,806,3481
SUN - EVE, 10/22/2017,797,3955
MON - MID, 10/23/2017,472,6640
MON - EVE, 10/23/2017,658,575
TUE - MID, 10/24/2017,383,5142
TUE - EVE, 10/24/2017,589,4805
WED - MID, 10/25/2017,912,3823
WED - EVE, 10/25/2017,688,6912
THU - MID, 10/26/2017,610,3645
THU - EVE, 10/26/2017,374,2155
FRI - MID, 10/27/2017,393,4315
FRI - EVE, 10/27/2017,223,2702
SAT - MID, 10/28/2017,191,5699
SAT - EVE, 10/28/2017,233,6253
SUN - MID, 10/29/2017,353,8921
SUN - EVE, 10/29/2017,255,6525
MON - MID, 10/30/2017,411,7121
MON - EVE, 10/30/2017,853,2875
TUE - MID, 10/31/2017,778,9080
TUE - EVE, 10/31/2017,945,6
WED - MID, 11/1/2017,745,1918
WED - EVE, 11/1/2017,351,1531
THU - MID, 11/2/2017,235,7738
THU - EVE, 11/2/2017,871,6252
FRI - MID, 11/3/2017,183,7735
FRI - EVE, 11/3/2017,893,2597
SAT - MID, 11/4/2017,691,1055
SAT - EVE, 11/4/2017,583,7882
SUN - MID, 11/5/2017,448,9938
SUN - EVE, 11/5/2017,459,9646
MON - MID, 11/6/2017,454,9062
MON - EVE, 11/6/2017,899,1489
TUE - MID, 11/7/2017,515,1717
TUE - EVE, 11/7/2017,924,6508
WED - MID, 11/8/2017,929,4790
WED - EVE, 11/8/2017,117,7245
THU - MID, 11/9/2017,82,1582
THU - EVE, 11/9/2017,887,2219
FRI - MID, 11/10/2017,667,5084
FRI - EVE, 11/10/2017,845,8982
SAT - MID, 11/11/2017,717,3841
SAT - EVE, 11/11/2017,468,9814
SUN - MID, 11/12/2017,477,5431
SUN - EVE, 11/12/2017,896,2168
MON - MID, 11/13/2017,536,5926
MON - EVE, 11/13/2017,96,4676
TUE - MID, 11/14/2017,635,7015
TUE - EVE, 11/14/2017,76,4143
WED - MID, 11/15/2017,655,6726
WED - EVE, 11/15/2017,183,1099
THU - MID, 11/16/2017,140,9836
THU - EVE, 11/16/2017,832,1992
FRI - MID, 11/17/2017,236,4542
FRI - EVE, 11/17/2017,251,5884
SAT - MID, 11/18/2017,403,7645
SAT - EVE, 11/18/2017,653,5823
SUN - MID, 11/19/2017,632,856
SUN - EVE, 11/19/2017,277,390
MON - MID, 11/20/2017,455,2052
MON - EVE, 11/20/2017,808,5174
TUE - MID, 11/21/2017,572,915
TUE - EVE, 11/21/2017,980,9799
WED - MID, 11/22/2017,257,1205
WED - EVE, 11/22/2017,888,5317
THU - MID, 11/23/2017,892,6675
THU - EVE, 11/23/2017,434,6380
FRI - MID, 11/24/2017,266,109
FRI - EVE, 11/24/2017,977,4655
SAT - MID, 11/25/2017,326,762
SAT - EVE, 11/25/2017,87,9210
SUN - MID, 11/26/2017,165,5636
SUN - EVE, 11/26/2017,812,1614
MON - MID, 11/27/2017,259,8386
MON - EVE, 11/27/2017,728,79
TUE - MID, 11/28/2017,434,2311
TUE - EVE, 11/28/2017,633,9537
WED - MID, 11/29/2017,759,4647
WED - EVE, 11/29/2017,691,992
THU - MID, 11/30/2017,125,8290
THU - EVE, 11/30/2017,941,7445
FRI - MID, 12/1/2017,185,9858
FRI - EVE, 12/1/2017,310,8160
SAT - MID, 12/2/2017,298,2441
SAT - EVE, 12/2/2017,425,3292
SUN - MID, 12/3/2017,663,7424
SUN - EVE, 12/3/2017,444,3882
MON - MID, 12/4/2017,477,976
MON - EVE, 12/4/2017,230,8867
TUE - MID, 12/5/2017,800,6342
TUE - EVE, 12/5/2017,129,9802
WED - MID, 12/6/2017,241,944
WED - EVE, 12/6/2017,369,353
THU - MID, 12/7/2017,909,6717
THU - EVE, 12/7/2017,650,9993
FRI - MID, 12/8/2017,415,4140
FRI - EVE, 12/8/2017,952,5385
SAT - MID, 12/9/2017,991,1842
SAT - EVE, 12/9/2017,573,4744
SUN - MID, 12/10/2017,336,5389
SUN - EVE, 12/10/2017,373,3341
MON - MID, 12/11/2017,331,4152
MON - EVE, 12/11/2017,338,7517
TUE - MID, 12/12/2017,149,3496
TUE - EVE, 12/12/2017,232,2622
WED - MID, 12/13/2017,110,4816
WED - EVE, 12/13/2017,121,7152
THU - MID, 12/14/2017,285,6974
THU - EVE, 12/14/2017,450,2879
FRI - MID, 12/15/2017,265,6271
FRI - EVE, 12/15/2017,772,7336
SAT - MID, 12/16/2017,440,2616
SAT - EVE, 12/16/2017,176,7292
SUN - MID, 12/17/2017,158,4210
SUN - EVE, 12/17/2017,494,9037
MON - MID, 12/18/2017,395,104
MON - EVE, 12/18/2017,667,8970
TUE - MID, 12/19/2017,697,7937
TUE - EVE, 12/19/2017,147,2709
WED - MID, 12/20/2017,873,6135
WED - EVE, 12/20/2017,166,226
THU - MID, 12/21/2017,955,5718
THU - EVE, 12/21/2017,88,2754
FRI - MID, 12/22/2017,492,3569
FRI - EVE, 12/22/2017,829,1512
SAT - MID, 12/23/2017,29,2992
SAT - EVE, 12/23/2017,928,2007
SUN - MID, 12/24/2017,424,8429
SUN - EVE, 12/24/2017,670,5602
MON - MID, 12/25/2017,551,3128
MON - EVE, 12/25/2017,44,7112
TUE - MID, 12/26/2017,475,590
TUE - EVE, 12/26/2017,115,2108
WED - MID, 12/27/2017,584,5648
WED - EVE, 12/27/2017,132,7746
THU - MID, 12/28/2017,989,7968
THU - EVE, 12/28/2017,903,2325
FRI - MID, 12/29/2017,406,6866
FRI - EVE, 12/29/2017,895,2194
SAT - MID, 12/30/2017,835,5135
SAT - EVE, 12/30/2017,302,5030
SUN - MID, 12/31/2017,374,1381
SUN - EVE, 12/31/2017,712,2334
MON - MID, 1/1/2018,164,4096
MON - EVE, 1/1/2018,95,7858
TUE - MID, 1/2/2018,685,1625
TUE - EVE, 1/2/2018,292,4373
WED - MID, 1/3/2018,790,5544
WED - EVE, 1/3/2018,587,674
THU - MID, 1/4/2018,16,5423
THU - EVE, 1/4/2018,123,5217
FRI - MID, 1/5/2018,655,8339
FRI - EVE, 1/5/2018,999,9838
SAT - MID, 1/6/2018,396,9074
SAT - EVE, 1/6/2018,952,6486
SUN - MID, 1/7/2018,984,3156
SUN - EVE, 1/7/2018,561,1909
MON - MID, 1/8/2018,710,282
MON - EVE, 1/8/2018,773,7120
TUE - MID, 1/9/2018,971,2162
TUE - EVE, 1/9/2018,912,8016
WED - MID, 1/10/2018,406,7682
WED - EVE, 1/10/2018,13,2075
THU - MID, 1/11/2018,906,6285
THU - EVE, 1/11/2018,985,8424
FRI - MID, 1/12/2018,742,1923
FRI - EVE, 1/12/2018,29,306
SAT - MID, 1/13/2018,57,657
SAT - EVE, 1/13/2018,147,5362
SUN - MID, 1/14/2018,677,2272
SUN - EVE, 1/14/2018,479,8004
